A_L2,A_L1,A_Z,A_R1,A_R2,AV_PS_INCON_PB_CON_L2,AV_PS_INCON_PB_CON_L1,AV_PS_INCON_PB_CON_Z,AV_PS_INCON_PB_CON_R1,AV_PS_INCON_PB_CON_R2,AV_PS_CON_PB_INCON_L2,AV_PS_CON_PB_INCON_L1,AV_PS_CON_PB_INCON_Z,AV_PS_CON_PB_INCON_R1,AV_PS_CON_PB_INCON_R2,AV_PS_INCON_PB_INCON_L2,AV_PS_INCON_PB_INCON_L1,AV_PS_INCON_PB_INCON_Z,AV_PS_INCON_PB_INCON_R1,AV_PS_INCON_PB_INCON_R2,AV_PS_CON_PB_CON_L2,AV_PS_CON_PB_CON_L1,AV_PS_CON_PB_CON_Z,AV_PS_CON_PB_CON_R1,AV_PS_CON_PB_CON_R2
3.33333333333333,18.3333333333333,38.3333333333333,70,96.6666666666667,5,8.33333333333333,36.6666666666667,73.3333333333333,91.6666666666667,1.66666666666667,18.3333333333333,38.3333333333333,75,96.6666666666667,5,6.66666666666667,38.3333333333333,71.6666666666667,95,5,6.66666666666667,31.6666666666667,73.3333333333333,95
