A_L2,A_L1,A_Z,A_R1,A_R2,AV_PS_INCON_PB_CON_L2,AV_PS_INCON_PB_CON_L1,AV_PS_INCON_PB_CON_Z,AV_PS_INCON_PB_CON_R1,AV_PS_INCON_PB_CON_R2,AV_PS_CON_PB_INCON_L2,AV_PS_CON_PB_INCON_L1,AV_PS_CON_PB_INCON_Z,AV_PS_CON_PB_INCON_R1,AV_PS_CON_PB_INCON_R2,AV_PS_INCON_PB_INCON_L2,AV_PS_INCON_PB_INCON_L1,AV_PS_INCON_PB_INCON_Z,AV_PS_INCON_PB_INCON_R1,AV_PS_INCON_PB_INCON_R2,AV_PS_CON_PB_CON_L2,AV_PS_CON_PB_CON_L1,AV_PS_CON_PB_CON_Z,AV_PS_CON_PB_CON_R1,AV_PS_CON_PB_CON_R2
1.72413793103448,15,47.8448275862069,66.564039408867,88.3333333333333,3.44827586206897,25.7471264367816,37.5994694960212,61.9708994708995,87.9310344827586,3.39080459770115,22.037037037037,40.0862068965517,66.0714285714286,85,1.66666666666667,17.7955665024631,43.3333333333333,64.7783251231527,93.3333333333333,8.62068965517241,19.3965517241379,18.1353767560664,69.0740740740741,92.9761904761905
