A_L2,A_L1,A_Z,A_R1,A_R2,AV_PS_INCON_PB_CON_L2,AV_PS_INCON_PB_CON_L1,AV_PS_INCON_PB_CON_Z,AV_PS_INCON_PB_CON_R1,AV_PS_INCON_PB_CON_R2,AV_PS_CON_PB_INCON_L2,AV_PS_CON_PB_INCON_L1,AV_PS_CON_PB_INCON_Z,AV_PS_CON_PB_INCON_R1,AV_PS_CON_PB_INCON_R2,AV_PS_INCON_PB_INCON_L2,AV_PS_INCON_PB_INCON_L1,AV_PS_INCON_PB_INCON_Z,AV_PS_INCON_PB_INCON_R1,AV_PS_INCON_PB_INCON_R2,AV_PS_CON_PB_CON_L2,AV_PS_CON_PB_CON_L1,AV_PS_CON_PB_CON_Z,AV_PS_CON_PB_CON_R1,AV_PS_CON_PB_CON_R2
3.33333333333333,13.3333333333333,38.3333333333333,61.6666666666667,96.6666666666667,6.66666666666667,10,23.3333333333333,53.3333333333333,86.6666666666667,5,15,23.3333333333333,51.6666666666667,85,5,13.3333333333333,21.6666666666667,58.3333333333333,80,1.66666666666667,10,25,50,91.6666666666667
